descricao,ISO,VERSAO,IDIOMA
Water quality — Determination of the inhibitory effect of water samples on the light emission of Vibrio fischeri (Luminescent bacteria test) — Part 3: Method using freeze-dried bacteria,ISO 11348-3,2007,en
Jewellery and precious metals — Determination of gold — Cupellation method (fire assay),ISO 11426,2021,en
Draughting media for technical drawings — Natural tracing paper,ISO 9961,1992,en
Hydrodynamic plain journal bearings under steady-state conditions — Circular cylindrical bearings — Part 3: Permissible operational parameters,ISO 7902-3,2020,en
Bonded abrasive products — Dimensions — Part 14: Grinding wheels for deburring and fettling/snagging on an angle grinder,ISO 603-14,2022,en
Rubber hoses and hose assemblies for rotary drilling and vibration applications — Specification,ISO 6807,2003,en
Agricultural and forestry machinery — Inspection of sprayers in use — Part 3: Sprayers for bush and tree crops,ISO/DIS 16122-3,,en
"Electronic data interchange for administration, commerce and transport (EDIFACT) — Application level syntax rules (Syntax version number: 4, Syntax release number: 1) — Part 6: Secure authentication and acknowledgement message (message type - AUTACK)",ISO 9735-6,2002,en
Information technology — Telecommunications and information exchange between systems — Next Generation Corporate Networks (NGCN) — General,ISO/IEC TR 12860,2009,en
Road vehicles — Airbag components — Part 1: Vocabulary,ISO 12097-1,2002,en
Modular units for machine tool construction — Tenon drive and flanges for mounting multi- spindle heads,ISO 3476,1975,en
Information processing systems — Computer graphics — Graphical Kernel System (GKS) language bindings — Part 1: FORTRAN,ISO 8651-1,1988,en
Information technology — Open Systems Interconnection — Virtual Terminal Basic Class Protocol — Part 1: Specification,ISO/IEC 9041-1,1997,en
Space systems — Surface cleanliness of fluid systems — Part 4: Rough-cleaning processes,ISO 14952-4,2003,en
Space systems — Safety and compatibility of materials — Part 4: Determination of upward flammability of materials in pressurized gaseous oxygen or oxygen-enriched environments,ISO 14624-4,2003,en
Refractory mortars — Part 7: Determination of permanent change in dimensions on heating,ISO 13765-7,2021,en
Micrographics — Planetary camera systems — Test target for checking performance,ISO 10550,1994,en
"Natural rubber latex concentrate, evaporated, preserved — Specification",ISO 2027,1990,en
Fibre-reinforced plastic composites — Determination of interlaminar strength and modulus by double beam shear test,ISO 19927,2018,en
Soil quality — Determination of total sulfur by dry combustion,ISO 15178,2000,en
Traditional Chinese medicine — Safety controls for cupping devices,ISO 5227,2022,en
"Hardmetals — Chemical analysis by flame atomic absorption spectrometry — Part 4: Determination of molybdenum, titanium and vanadium in contents from 0,01 to 0,5 % (m/m)",ISO 7627-4,1983,en
Traditional Chinese medicine — Glehnia littoralis root,ISO 23959,2021,en
Essential oils — Analysis by gas chromatography on packed columns — General method,ISO 7359,1985,en
Rigid cellular plastics — Determination of water vapour transmission properties,ISO 1663,2007,en
Resilient shaft couplings — Information to be supplied by users and manufacturers,ISO 4863,1984,en
Non-destructive testing — Ultrasonic testing — Vocabulary,ISO 5577,2017,en
"Geographic information — Imagery, gridded and coverage data framework",ISO/TS 19129,2009,en
Information technology — Security techniques — Encryption algorithms — Part 4: Stream ciphers,ISO/IEC 18033-4,2011,en
Light conveyor belts — Tolerances on widths and lengths of cut light conveyor belts,ISO 15147,2012,en
Geotechnical investigation and testing — Field testing — Part 4: Prebored pressuremeter test by Ménard procedure,ISO 22476-4,2021,en
Curtain walling — Inter-storey displacement resistance — Test method,ISO 24084,2022,en
Tools for pressing — Ball-lock punches — Part 1: Ball-lock punches for light duty,ISO 10071-1,2008,en
Textiles — Quantitative chemical analysis — Part 10: Mixtures of triacetate or polylactide with certain other fibres (method using dichloromethane),ISO 1833-10,2019,en
Information technology — 120 mm DVD — Read-only disk,ISO/IEC 16448,2002,en
"Timekeeping instruments — Movements — Types, dimensions and nomenclature",ISO 3764,2016,en
Polyolefin pipes and fittings — Determination of carbon black content by calcination and pyrolysis — Test method,ISO 6964,2019,en
Freight containers — Straddle carriers for freight container handling — Calculation of stability,ISO 14829,2002,en
Thermal insulating products for building applications — Determination of compressive creep,ISO 16534,2020,en
Coating powders — Part 4: Calculation of lower explosion limit,ISO 8130-4,2021,en
Information processing systems — Concepts and terminology for the conceptual schema and the information base,ISO/TR 9007,1987,en
Traditional Chinese medicine — General requirements of moxibustion devices,ISO 18666,2021,en
Reciprocating internal combustion engine driven alternating current generating sets — Part 3: Alternating current generators for generating sets,ISO 8528-3,2020,en
"Ships and marine technology — Guidelines for measurement, evaluation and reporting of vibration with regard to habitability on specific ships",ISO 21984,2018,en
Basic quantities in cutting and grinding — Part 2: Geometry of the active part of cutting tools — General conversion formulae to relate tool and working angles,ISO 3002-2,1982,en
Aluminium alloy castings — Visual method for assessing porosity,ISO 10049,2019,en
Leather — Chemical determination of chromic oxide content — Part 4: Quantification by inductively coupled plasma (ICP),ISO 5398-4,2018,en
"Specification and qualification of welding procedures for metallic materials — Welding procedure test — Part 5: Arc welding of titanium, zirconium and their alloys",ISO/DIS 15614-5,,en
Dentistry — Nomenclature of oral anomalies — Part 2: Developmental anomalies of teeth,ISO 16202-2,2019,en
"Aerospace — Nuts, anchor, self-locking, fixed, 90 degrees corner, with counterbore, with MJ threads, classifications: 1 100 MPa (at ambient temperature)/235 degrees C, 1 100 MPa (at ambient temperature)/315 degrees C and 1 100 MPa (at ambient temperature)/425 degrees C — Dimensions",ISO 3221,1998,en
Guide to the development and inclusion of aspects of safety in International Standards for medical devices,ISO/IEC Guide 63,2019,en
Sensory analysis — Methodology — Duo-trio test,ISO 10399,2017,en
"Aerospace — Inserts, with clearance hole, in metallic material, coated or uncoated — Dimensions",ISO 13599,2000,en
Protective clothing for use against solid particulates — Part 2: Test method of determination of inward leakage of aerosols of fine particles into suits,ISO 13982-2,2004,en
Industrial automation systems and integration — Product data representation and exchange — Part 218: Application protocol: Ship structures,ISO 10303-218,2004,en
"Earth-moving machinery, and tractors and machinery for agriculture and forestry — Seat index point",ISO 5353,1995,en
Road vehicles — Child restraint systems — Report form for accidents involving child passengers,ISO 13218,1998,en
Graphical symbols — Test methods — Part 2: Method for testing perceptual quality,ISO 9186-2,2008,en
Guidelines for the preparation of conformity clauses in programming language standards,ISO/IEC TR 10034,1990,en
Water quality — General requirements and guidance for microbiological examinations by culture,ISO 8199,2018,en
Information technology — UPnP Device Architecture — Part 3-1: Audio Video Device Control Protocol — Audio Video Architecture,ISO/IEC 29341-3-1,2011,en
Electrically propelled road vehicles — Functional requirements and safety requirements for power transfer — Part 3: DC power transfer,ISO/DIS 5474-3,,en
Photography — Processing chemicals — Specifications for sodium hydroxide,ISO 3617,1994,en
Cylindrical shanks for milling cutters — Part 2: Dimensional characteristics of flatted cylindrical shanks,ISO 3338-2,2013,en
Information technology — Dynamic adaptive streaming over HTTP (DASH) — Part 6: DASH with server push and WebSockets,ISO/IEC 23009-6,2017,en
"Fine ceramics (advanced ceramics, advanced technical ceramics) — Light source for testing semiconducting photocatalytic materials used under indoor lighting environment",ISO 14605,2013,en
Refractory bricks — Dimensions — Part 6: Basic bricks for oxygen steel-making converters,ISO 5019-6,2005,en
Water quality — Determination of benzene and some derivatives — Part 1: Head-space gas chromatographic method,ISO 11423-1,1997,en
Petroleum and related products — Determination of the ageing behaviour of inhibited oils and fluids — TOST test — Part 1: Procedure for mineral oils,ISO 4263-1,2003,en
Iron ores — Sampling of slurries,ISO 16742,2014,en
Space data and information transfer systems — Space link extension — Application program interface for return all frames service,ISO 18442,2016,en
"Non-destructive testing — Qualification of radiographic film digitisation systems — Part 1: Definitions, quantitative measurements of image quality parameters, standard reference film and qualitative control",ISO 14096-1,2005,en
